,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,1.50,2.00,0.75,1.25,109.90,0.8,0.00,-69.6,-218.264,5.85,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,11,0,1.9,00.000000,00.000000,17042705,5,0,12.10,12.37,19.2,27/04/2017 09:56:50,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,0.00,0.50,83.56,0.1,0.00,476.4,-14.659,10.85,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,21,0,2.0,00.000000,00.000000,17042705,1,0,12.07,12.23,19.2,27/04/2017 09:56:59,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,0.50,1.00,91.97,0.1,0.00,-517.3,-48.406,10.85,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,21,0,2.0,00.000000,00.000000,17042705,2,0,12.07,12.23,19.2,27/04/2017 09:56:59,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,1.00,1.50,65.41,0.3,0.00,593.7,-240.967,10.85,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,21,0,2.0,00.000000,00.000000,17042705,3,0,12.07,12.23,19.2,27/04/2017 09:56:59,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,1.50,0.25,69.36,0.3,0.00,-578.9,299.450,10.85,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,21,0,2.0,00.000000,00.000000,17042705,4,0,12.07,12.23,19.2,27/04/2017 09:56:59,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,0.25,0.75,129.37,0.1,0.00,1.3,-37.237,10.85,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,21,0,2.0,00.000000,00.000000,17042705,5,0,12.07,12.23,19.2,27/04/2017 09:56:59,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,0.75,1.25,85.22,0.1,0.00,-14.2,-98.118,10.85,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,21,0,2.0,00.000000,00.000000,17042705,6,0,12.07,12.23,19.2,27/04/2017 09:57:00,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,0.00,0.50,67.19,0.0,0.00,472.7,-14.806,20.77,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0.00,32,1,1.5,00.000000,00.000000,17042705,1,0,12.04,12.35,19.2,27/04/2017 09:57:07,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,0.50,1.00,77.11,0.1,0.00,-496.2,-42.484,20.77,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0.00,32,1,1.5,00.000000,00.000000,17042705,2,0,12.04,12.35,19.2,27/04/2017 09:57:07,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,1.00,1.50,59.52,0.1,0.00,499.0,-131.168,20.77,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0.00,32,1,1.5,00.000000,00.000000,17042705,3,0,12.04,12.35,19.2,27/04/2017 09:57:07,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,1.50,0.25,63.64,0.1,0.00,-501.9,183.635,20.77,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0.00,32,1,1.5,00.000000,00.000000,17042705,4,0,12.04,12.35,19.2,27/04/2017 09:57:07,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,0.25,0.75,103.96,0.0,0.00,21.2,-34.909,20.77,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0.00,32,1,1.5,00.000000,00.000000,17042705,5,0,12.04,12.35,19.2,27/04/2017 09:57:07,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,0.75,1.25,72.00,0.0,0.00,-0.4,-72.533,20.77,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0.00,32,1,1.5,00.000000,00.000000,17042705,6,0,12.04,12.35,19.2,27/04/2017 09:57:07,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,1.25,1.75,44.86,0.8,0.00,-214.1,-316.365,20.77,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,4,0.00,32,1,1.5,00.000000,00.000000,17042705,7,0,12.04,12.35,19.2,27/04/2017 09:57:07,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,0.00,0.50,64.08,0.0,0.00,469.4,-14.874,31.58,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,39,1,1.2,00.000000,00.000000,17042705,1,0,12.01,12.21,18.7,27/04/2017 09:57:17,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,0.50,1.00,78.18,0.0,0.00,-480.6,-39.923,31.58,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,39,1,1.2,00.000000,00.000000,17042705,2,0,12.01,12.21,18.7,27/04/2017 09:57:17,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,1.00,1.50,71.57,0.0,0.00,453.6,-109.635,31.58,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,39,1,1.2,00.000000,00.000000,17042705,3,0,12.01,12.21,18.7,27/04/2017 09:57:17,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,1.50,2.00,60.99,0.1,0.00,55.8,-654.051,31.58,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,39,1,1.2,00.000000,00.000000,17042705,4,0,12.01,12.21,18.7,27/04/2017 09:57:17,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,2.00,0.25,63.06,0.1,0.00,-524.3,813.599,31.58,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,39,1,1.2,00.000000,00.000000,17042705,5,0,12.01,12.21,18.7,27/04/2017 09:57:17,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,0.25,0.75,100.85,0.0,0.00,35.8,-33.793,31.58,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,39,1,1.2,00.000000,00.000000,17042705,6,0,12.01,12.21,18.7,27/04/2017 09:57:17,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,0.75,1.25,76.90,0.0,0.00,4.0,-64.419,31.58,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,39,1,1.2,00.000000,00.000000,17042705,7,0,12.01,12.21,18.7,27/04/2017 09:57:17,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,1.25,1.75,62.54,0.1,0.00,-144.3,-209.568,31.58,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,39,1,1.2,00.000000,00.000000,17042705,8,0,12.01,12.21,18.7,27/04/2017 09:57:17,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,0.00,0.50,82.85,0.0,0.00,466.1,-15.497,35.26,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,53,2,1.5,00.000000,00.000000,17042705,1,0,11.98,12.32,19.2,27/04/2017 09:57:23,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,0.50,1.00,102.42,0.0,0.00,-466.7,-38.315,35.26,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,53,2,1.5,00.000000,00.000000,17042705,2,0,11.98,12.32,19.2,27/04/2017 09:57:23,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,1.00,1.50,94.55,0.0,0.00,420.3,-88.431,35.26,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,53,2,1.5,00.000000,00.000000,17042705,3,0,11.98,12.32,19.2,27/04/2017 09:57:23,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,1.50,2.00,93.88,0.0,0.00,3.1,-351.217,35.26,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,53,2,1.5,00.000000,00.000000,17042705,4,0,11.98,12.32,19.2,27/04/2017 09:57:23,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,2.00,0.25,94.73,0.0,0.00,-449.2,488.640,35.26,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,53,2,1.5,00.000000,00.000000,17042705,5,0,11.98,12.32,19.2,27/04/2017 09:57:23,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,0.25,0.75,130.74,0.0,0.00,48.5,-33.878,35.26,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,53,2,1.5,00.000000,00.000000,17042705,6,0,11.98,12.32,19.2,27/04/2017 09:57:23,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,0.75,1.25,100.49,0.0,0.00,5.6,-57.287,35.26,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,53,2,1.5,00.000000,00.000000,17042705,7,0,11.98,12.32,19.2,27/04/2017 09:57:23,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,1.25,1.75,90.32,0.0,0.00,-115.7,-154.457,35.26,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,53,2,1.5,00.000000,00.000000,17042705,8,0,11.98,12.32,19.2,27/04/2017 09:57:23,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,1.75,2.25,63.56,0.4,0.00,-241.4,-760.873,35.26,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,53,2,1.5,00.000000,00.000000,17042705,9,0,11.98,12.32,19.2,27/04/2017 09:57:23,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,0.00,0.50,73.04,0.1,0.00,462.5,-17.252,59.69,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,124,7,2.1,00.000000,00.000000,17042705,1,0,11.83,12.19,19.2,27/04/2017 09:57:33,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,0.50,1.00,97.63,0.1,0.00,-457.4,-42.826,59.69,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,124,7,2.1,00.000000,00.000000,17042705,2,0,11.83,12.19,19.2,27/04/2017 09:57:33,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,1.00,1.50,103.68,0.0,0.00,392.7,-100.060,59.69,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,124,7,2.1,00.000000,00.000000,17042705,3,0,11.83,12.19,19.2,27/04/2017 09:57:33,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,1.50,2.00,107.25,0.1,0.00,-24.5,-310.518,59.69,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,124,7,2.1,00.000000,00.000000,17042705,4,0,11.83,12.19,19.2,27/04/2017 09:57:33,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,2.00,2.50,50.15,0.2,0.00,-144.9,-1016.287,59.69,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,124,7,2.1,00.000000,00.000000,17042705,5,0,11.83,12.19,19.2,27/04/2017 09:57:33,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,2.50,0.25,59.96,0.2,0.00,-254.6,1480.875,59.69,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,124,7,2.1,00.000000,00.000000,17042705,6,0,11.83,12.19,19.2,27/04/2017 09:57:33,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,0.25,0.75,118.19,0.1,0.00,56.7,-37.426,59.69,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,124,7,2.1,00.000000,00.000000,17042705,7,0,11.83,12.19,19.2,27/04/2017 09:57:33,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,0.75,1.25,101.01,0.0,0.00,2.9,-63.971,59.69,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,124,7,2.1,00.000000,00.000000,17042705,8,0,11.83,12.19,19.2,27/04/2017 09:57:33,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,1.25,1.75,99.28,0.0,0.00,-105.2,-157.197,59.69,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,124,7,2.1,00.000000,00.000000,17042705,9,0,11.83,12.19,19.2,27/04/2017 09:57:33,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,1.75,2.25,93.61,0.1,0.00,-207.4,-592.853,59.69,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,124,7,2.1,00.000000,00.000000,17042705,10,0,11.83,12.19,19.2,27/04/2017 09:57:33,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,0.00,0.50,67.22,0.1,0.00,459.3,-17.118,84.00,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,182,15,2.2,00.000000,00.000000,17042705,1,0,11.65,12.32,23.1,27/04/2017 09:57:43,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,0.50,1.00,90.59,0.1,0.00,-443.5,-40.371,84.00,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,182,15,2.2,00.000000,00.000000,17042705,2,0,11.65,12.32,23.1,27/04/2017 09:57:43,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,1.00,1.50,97.95,0.2,0.00,370.9,-87.294,84.00,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,182,15,2.2,00.000000,00.000000,17042705,3,0,11.65,12.32,23.1,27/04/2017 09:57:43,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,1.50,2.00,106.97,0.1,0.00,-23.0,-238.346,84.00,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,182,15,2.2,00.000000,00.000000,17042705,4,0,11.65,12.32,23.1,27/04/2017 09:57:43,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,2.00,2.50,49.04,0.1,0.00,-97.9,-437.082,84.00,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,182,15,2.2,00.000000,00.000000,17042705,5,0,11.65,12.32,23.1,27/04/2017 09:57:43,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,2.50,0.25,64.52,0.0,0.00,-292.0,814.244,84.00,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,182,15,2.2,00.000000,00.000000,17042705,6,0,11.65,12.32,23.1,27/04/2017 09:57:43,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,0.25,0.75,108.82,0.1,0.00,68.5,-36.173,84.00,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,182,15,2.2,00.000000,00.000000,17042705,7,0,11.65,12.32,23.1,27/04/2017 09:57:43,0.0,0.00,0.0
